,rain_mm,hour,exact_date,weather_type,temp_f
0,0.0,1,2015-08-14,Clear sky,61.5776
1,0.0,2,2015-08-14,Clear sky,60.857597
2,0.0,3,2015-08-14,Clear sky,60.4076
3,0.0,4,2015-08-14,Clear sky,60.0476
4,0.0,5,2015-08-14,Clear sky,59.7776
5,0.0,6,2015-08-14,Clear sky,59.237602
6,0.0,7,2015-08-14,Clear sky,59.237602
7,0.0,8,2015-08-14,Mainly clear,62.4776
8,0.0,9,2015-08-14,Clear sky,66.0776
9,0.0,10,2015-08-14,Clear sky,70.0376
10,0.0,11,2015-08-14,Clear sky,73.9976
11,0.0,12,2015-08-14,Clear sky,75.4376
12,0.0,13,2015-08-14,Clear sky,78.2276
13,0.0,14,2015-08-14,Clear sky,79.847595
14,0.0,15,2015-08-14,Clear sky,80.6576
15,0.0,16,2015-08-14,Clear sky,81.01759
16,0.0,17,2015-08-14,Clear sky,80.6576
17,0.0,18,2015-08-14,Clear sky,78.9476
18,0.0,19,2015-08-14,Clear sky,75.9776
19,0.0,20,2015-08-14,Clear sky,72.2876
20,0.0,21,2015-08-14,Clear sky,69.6776
21,0.0,22,2015-08-14,Mainly clear,68.0576
22,0.0,23,2015-08-14,Mainly clear,66.4376
23,0.0,0,2015-08-15,Clear sky,64.7276
24,0.0,1,2015-08-15,Clear sky,63.467598
25,0.0,2,2015-08-15,Clear sky,62.2076
26,0.0,3,2015-08-15,Partly cloudy,60.7676
27,0.0,4,2015-08-15,Partly cloudy,59.507603
28,0.0,5,2015-08-15,Overcast,59.5976
29,0.0,6,2015-08-15,Overcast,59.8676
30,0.0,7,2015-08-15,Overcast,60.0476
31,0.0,8,2015-08-15,Overcast,62.567596
32,0.0,9,2015-08-15,Overcast,70.3976
33,0.0,10,2015-08-15,Overcast,78.76759
34,0.0,11,2015-08-15,Overcast,84.79759
35,0.0,12,2015-08-15,Overcast,86.957596
36,0.0,13,2015-08-15,Overcast,90.4676
37,0.0,14,2015-08-15,Overcast,92.8976
38,0.0,15,2015-08-15,Overcast,94.247604
39,0.0,16,2015-08-15,Mainly clear,93.887596
40,0.0,17,2015-08-15,Clear sky,92.35759
41,0.0,18,2015-08-15,Clear sky,89.29759
42,0.0,19,2015-08-15,Mainly clear,84.887596
43,0.0,20,2015-08-15,Mainly clear,80.1176
44,0.0,21,2015-08-15,Overcast,76.6076
45,0.0,22,2015-08-15,Overcast,73.9076
46,0.0,23,2015-08-15,Overcast,71.3876
47,0.0,0,2015-08-16,Overcast,70.667595
48,0.0,1,2015-08-16,Overcast,68.7776
49,0.0,2,2015-08-16,Overcast,67.0676
50,0.0,3,2015-08-16,Overcast,65.6276
51,0.0,4,2015-08-16,Overcast,64.2776
52,0.0,5,2015-08-16,Overcast,63.107597
53,0.0,6,2015-08-16,Overcast,62.0276
54,0.0,7,2015-08-16,Overcast,61.5776
55,0.0,8,2015-08-16,Overcast,65.26759
56,0.0,9,2015-08-16,Partly cloudy,71.5676
57,0.0,10,2015-08-16,Overcast,79.4876
58,0.0,11,2015-08-16,Overcast,86.6876
59,0.0,12,2015-08-16,Overcast,90.1976
60,0.0,13,2015-08-16,Partly cloudy,93.9776
61,0.0,14,2015-08-16,Partly cloudy,96.40759
62,0.0,15,2015-08-16,Overcast,97.487595
63,0.0,16,2015-08-16,Overcast,96.85759
64,0.0,17,2015-08-16,Overcast,94.7876
65,0.0,18,2015-08-16,Overcast,91.2776
66,0.0,19,2015-08-16,Overcast,86.597595
67,0.0,20,2015-08-16,Overcast,82.0076
68,0.0,21,2015-08-16,Partly cloudy,78.4976
69,0.0,22,2015-08-16,Mainly clear,75.707596
70,0.0,23,2015-08-16,Clear sky,72.7376
71,0.0,0,2015-08-17,Clear sky,71.3876
72,0.0,1,2015-08-17,Clear sky,69.0476
73,0.0,2,2015-08-17,Mainly clear,66.8876
74,0.0,3,2015-08-17,Clear sky,64.9976
75,0.0,4,2015-08-17,Clear sky,63.3776
76,0.0,5,2015-08-17,Partly cloudy,61.9376
77,0.0,6,2015-08-17,Partly cloudy,60.857597
78,0.0,7,2015-08-17,Partly cloudy,59.6876
79,0.0,8,2015-08-17,Partly cloudy,63.5576
80,0.0,9,2015-08-17,Mainly clear,69.2276
81,0.0,10,2015-08-17,Mainly clear,76.1576
82,0.0,11,2015-08-17,Mainly clear,82.5476
83,0.0,12,2015-08-17,Clear sky,83.1776
84,0.0,13,2015-08-17,Clear sky,87.3176
85,0.0,14,2015-08-17,Clear sky,90.737595
86,0.0,15,2015-08-17,Clear sky,91.7276
87,0.0,16,2015-08-17,Mainly clear,90.4676
88,0.0,17,2015-08-17,Mainly clear,87.04759
89,0.0,18,2015-08-17,Clear sky,82.097595
90,0.0,19,2015-08-17,Clear sky,76.6976
91,0.0,20,2015-08-17,Clear sky,71.1176
92,0.0,21,2015-08-17,Clear sky,67.3376
93,0.0,22,2015-08-17,Clear sky,65.0876
94,0.0,23,2015-08-17,Clear sky,63.467598
95,0.0,0,2015-08-18,Clear sky,61.217598
96,0.0,1,2015-08-18,Clear sky,60.0476
97,0.0,2,2015-08-18,Clear sky,59.507603
98,0.0,3,2015-08-18,Mainly clear,59.1476
99,0.0,4,2015-08-18,Mainly clear,58.4276
100,0.0,5,2015-08-18,Mainly clear,57.8876
101,0.0,6,2015-08-18,Mainly clear,57.4376
102,0.0,7,2015-08-18,Mainly clear,57.7976
103,0.0,8,2015-08-18,Mainly clear,60.2276
104,0.0,9,2015-08-18,Clear sky,63.5576
105,0.0,10,2015-08-18,Clear sky,67.8776
106,0.0,11,2015-08-18,Mainly clear,72.2876
107,0.0,12,2015-08-18,Clear sky,71.5676
108,0.0,13,2015-08-18,Clear sky,75.167595
109,0.0,14,2015-08-18,Clear sky,78.2276
110,0.0,15,2015-08-18,Mainly clear,79.847595
111,0.0,16,2015-08-18,Mainly clear,79.9376
112,0.0,17,2015-08-18,Mainly clear,78.2276
113,0.0,18,2015-08-18,Clear sky,74.3576
114,0.0,19,2015-08-18,Mainly clear,69.4976
115,0.0,20,2015-08-18,Mainly clear,64.5476
116,0.0,21,2015-08-18,Mainly clear,61.3076
117,0.0,22,2015-08-18,Mainly clear,59.7776
118,0.0,23,2015-08-18,Mainly clear,59.1476
119,0.0,0,2015-08-19,Partly cloudy,56.807602
120,0.0,1,2015-08-19,Partly cloudy,56.3576
121,0.0,2,2015-08-19,Partly cloudy,56.4476
122,0.0,3,2015-08-19,Mainly clear,55.9076
123,0.0,4,2015-08-19,Mainly clear,55.6376
124,0.0,5,2015-08-19,Mainly clear,55.7276
125,0.0,6,2015-08-19,Partly cloudy,55.9076
126,0.0,7,2015-08-19,Overcast,56.3576
127,0.0,8,2015-08-19,Overcast,57.7976
128,0.0,9,2015-08-19,Partly cloudy,60.3176
129,0.0,10,2015-08-19,Clear sky,63.8276
130,0.0,11,2015-08-19,Clear sky,67.6976
131,0.0,12,2015-08-19,Clear sky,70.4876
132,0.0,13,2015-08-19,Clear sky,73.2776
133,0.0,14,2015-08-19,Clear sky,75.0776
134,0.0,15,2015-08-19,Clear sky,75.8876
135,0.0,16,2015-08-19,Clear sky,75.4376
136,0.0,17,2015-08-19,Clear sky,73.457596
137,0.0,18,2015-08-19,Clear sky,70.1276
138,0.0,19,2015-08-19,Mainly clear,66.4376
139,0.0,20,2015-08-19,Mainly clear,62.9276
140,0.0,21,2015-08-19,Overcast,61.0376
141,0.0,22,2015-08-19,Overcast,60.3176
142,0.0,23,2015-08-19,Overcast,59.8676
143,0.0,0,2015-08-20,Overcast,58.7876
144,0.0,1,2015-08-20,Overcast,58.3376
145,0.0,2,2015-08-20,Overcast,58.0676
146,0.0,3,2015-08-20,Partly cloudy,57.8876
147,0.0,4,2015-08-20,Partly cloudy,57.707603
148,0.0,5,2015-08-20,Mainly clear,57.6176
149,0.0,6,2015-08-20,Clear sky,57.3476
150,0.0,7,2015-08-20,Clear sky,57.3476
151,0.0,8,2015-08-20,Clear sky,58.4276
152,0.0,9,2015-08-20,Clear sky,60.4076
153,0.0,10,2015-08-20,Clear sky,63.197598
154,0.0,11,2015-08-20,Clear sky,66.4376
155,0.0,12,2015-08-20,Clear sky,70.667595
156,0.0,13,2015-08-20,Clear sky,73.3676
157,0.0,14,2015-08-20,Clear sky,75.4376
158,0.0,15,2015-08-20,Clear sky,76.4276
159,0.0,16,2015-08-20,Mainly clear,75.8876
160,0.0,17,2015-08-20,Mainly clear,73.7276
161,0.0,18,2015-08-20,Mainly clear,70.3076
162,0.0,19,2015-08-20,Clear sky,66.347595
163,0.0,20,2015-08-20,Mainly clear,62.9276
164,0.0,21,2015-08-20,Partly cloudy,60.947598
165,0.0,22,2015-08-20,Overcast,60.0476
166,0.0,23,2015-08-20,Overcast,59.5976
167,0.0,0,2015-08-21,Overcast,59.3276
168,0.0,1,2015-08-21,Overcast,59.237602
169,0.0,2,2015-08-21,Overcast,59.507603
170,0.0,3,2015-08-21,Overcast,59.507603
171,0.0,4,2015-08-21,Overcast,59.507603
172,0.0,5,2015-08-21,Overcast,59.3276
173,0.0,6,2015-08-21,Overcast,59.1476
174,0.0,7,2015-08-21,Overcast,59.057602
175,0.0,8,2015-08-21,Overcast,59.5976
176,0.0,9,2015-08-21,Overcast,60.947598
177,0.0,10,2015-08-21,Partly cloudy,63.197598
178,0.0,11,2015-08-21,Partly cloudy,66.2576
179,0.0,12,2015-08-21,Clear sky,69.8576
180,0.0,13,2015-08-21,Clear sky,72.6476
181,0.0,14,2015-08-21,Clear sky,74.26759
182,0.0,15,2015-08-21,Clear sky,74.4476
183,0.0,16,2015-08-21,Mainly clear,73.6376
184,0.0,17,2015-08-21,Clear sky,71.3876
185,0.0,18,2015-08-21,Clear sky,68.7776
186,0.0,19,2015-08-21,Mainly clear,65.8076
187,0.0,20,2015-08-21,Partly cloudy,63.017597
188,0.0,21,2015-08-21,Overcast,61.487602
189,0.0,22,2015-08-21,Overcast,60.857597
190,0.0,23,2015-08-21,Overcast,60.4076
191,0.0,0,2015-08-22,Overcast,58.967598
192,0.0,1,2015-08-22,Overcast,58.8776
193,0.0,2,2015-08-22,Overcast,58.7876
194,0.0,3,2015-08-22,Partly cloudy,58.697598
195,0.0,4,2015-08-22,Partly cloudy,59.057602
196,0.0,5,2015-08-22,Partly cloudy,59.3276
197,0.0,6,2015-08-22,Partly cloudy,59.237602
198,0.0,7,2015-08-22,Overcast,59.4176
199,0.0,8,2015-08-22,Partly cloudy,60.5876
200,0.0,9,2015-08-22,Mainly clear,62.747597
201,0.0,10,2015-08-22,Clear sky,66.167595
202,0.0,11,2015-08-22,Clear sky,70.2176
203,0.0,12,2015-08-22,Clear sky,71.9276
204,0.0,13,2015-08-22,Clear sky,74.9876
205,0.0,14,2015-08-22,Clear sky,77.0576
206,0.0,15,2015-08-22,Clear sky,77.7776
207,0.0,16,2015-08-22,Clear sky,76.4276
208,0.0,17,2015-08-22,Clear sky,73.9076
209,0.0,18,2015-08-22,Clear sky,70.667595
210,0.0,19,2015-08-22,Mainly clear,67.1576
211,0.0,20,2015-08-22,Mainly clear,64.0076
212,0.0,21,2015-08-22,Overcast,62.0276
213,0.0,22,2015-08-22,Overcast,61.0376
214,0.0,23,2015-08-22,Overcast,60.5876
215,0.0,0,2015-08-23,Overcast,59.4176
216,0.0,1,2015-08-23,Overcast,59.3276
217,0.0,2,2015-08-23,Overcast,59.237602
218,0.0,3,2015-08-23,Overcast,59.1476
219,0.0,4,2015-08-23,Partly cloudy,59.237602
220,0.0,5,2015-08-23,Overcast,59.1476
221,0.0,6,2015-08-23,Overcast,59.057602
222,0.0,7,2015-08-23,Overcast,59.237602
223,0.0,8,2015-08-23,Overcast,60.1376
224,0.0,9,2015-08-23,Overcast,61.667595
225,0.0,10,2015-08-23,Overcast,64.097595
226,0.0,11,2015-08-23,Overcast,68.0576
227,0.0,12,2015-08-23,Partly cloudy,70.0376
228,0.0,13,2015-08-23,Partly cloudy,72.5576
229,0.0,14,2015-08-23,Overcast,74.4476
230,0.0,15,2015-08-23,Overcast,75.4376
231,0.0,16,2015-08-23,Overcast,75.347595
232,0.0,17,2015-08-23,Overcast,74.1776
233,0.0,18,2015-08-23,Overcast,71.5676
234,0.0,19,2015-08-23,Overcast,68.0576
235,0.0,20,2015-08-23,Partly cloudy,64.6376
236,0.0,21,2015-08-23,Partly cloudy,62.2076
237,0.0,22,2015-08-23,Overcast,61.0376
238,0.0,23,2015-08-23,Overcast,60.4076
239,0.0,0,2015-08-24,Overcast,59.237602
240,0.0,1,2015-08-24,Overcast,58.8776
241,0.0,2,2015-08-24,Overcast,58.7876
242,0.0,3,2015-08-24,Partly cloudy,58.5176
243,0.0,4,2015-08-24,Partly cloudy,58.1576
244,0.0,5,2015-08-24,Mainly clear,58.247597
245,0.0,6,2015-08-24,Mainly clear,58.1576
246,0.0,7,2015-08-24,Mainly clear,58.6076
247,0.0,8,2015-08-24,Mainly clear,59.7776
248,0.0,9,2015-08-24,Clear sky,61.8476
249,0.0,10,2015-08-24,Clear sky,64.9076
250,0.0,11,2015-08-24,Clear sky,68.5076
251,0.0,12,2015-08-24,Clear sky,72.2876
252,0.0,13,2015-08-24,Clear sky,75.347595
253,0.0,14,2015-08-24,Clear sky,77.2376
254,0.0,15,2015-08-24,Clear sky,77.597595
255,0.0,16,2015-08-24,Clear sky,76.3376
256,0.0,17,2015-08-24,Clear sky,74.0876
257,0.0,18,2015-08-24,Clear sky,71.2976
258,0.0,19,2015-08-24,Clear sky,68.2376
259,0.0,20,2015-08-24,Clear sky,65.0876
260,0.0,21,2015-08-24,Clear sky,62.9276
261,0.0,22,2015-08-24,Clear sky,61.487602
262,0.0,23,2015-08-24,Clear sky,60.497597
263,0.0,0,2015-08-25,Mainly clear,60.1376
264,0.0,1,2015-08-25,Mainly clear,59.5976
265,0.0,2,2015-08-25,Mainly clear,59.1476
266,0.0,3,2015-08-25,Mainly clear,58.6076
267,0.0,4,2015-08-25,Overcast,58.1576
268,0.0,5,2015-08-25,Overcast,57.8876
269,0.0,6,2015-08-25,Partly cloudy,57.707603
270,0.0,7,2015-08-25,Overcast,57.707603
271,0.0,8,2015-08-25,Partly cloudy,59.3276
272,0.0,9,2015-08-25,Mainly clear,62.3876
273,0.0,10,2015-08-25,Mainly clear,66.347595
274,0.0,11,2015-08-25,Mainly clear,70.7576
275,0.0,12,2015-08-25,Mainly clear,73.1876
276,0.0,13,2015-08-25,Mainly clear,77.5076
277,0.0,14,2015-08-25,Mainly clear,80.2976
278,0.0,15,2015-08-25,Mainly clear,80.6576
279,0.0,16,2015-08-25,Mainly clear,79.3076
280,0.0,17,2015-08-25,Mainly clear,76.7876
281,0.0,18,2015-08-25,Clear sky,73.1876
282,0.0,19,2015-08-25,Clear sky,69.0476
283,0.0,20,2015-08-25,Clear sky,65.1776
284,0.0,21,2015-08-25,Clear sky,62.747597
285,0.0,22,2015-08-25,Clear sky,61.3976
286,0.0,23,2015-08-25,Clear sky,60.6776
287,0.0,0,2015-08-26,Mainly clear,59.507603
288,0.0,1,2015-08-26,Mainly clear,59.237602
289,0.0,2,2015-08-26,Overcast,58.8776
290,0.0,3,2015-08-26,Partly cloudy,58.6076
291,0.0,4,2015-08-26,Overcast,58.247597
292,0.0,5,2015-08-26,Overcast,58.0676
293,0.0,6,2015-08-26,Overcast,57.8876
294,0.0,7,2015-08-26,Partly cloudy,57.707603
295,0.0,8,2015-08-26,Partly cloudy,60.1376
296,0.0,9,2015-08-26,Mainly clear,63.737602
297,0.0,10,2015-08-26,Clear sky,68.7776
298,0.0,11,2015-08-26,Partly cloudy,74.26759
299,0.0,12,2015-08-26,Partly cloudy,77.2376
300,0.0,13,2015-08-26,Partly cloudy,81.1976
301,0.0,14,2015-08-26,Mainly clear,84.707596
302,0.0,15,2015-08-26,Partly cloudy,85.8776
303,0.0,16,2015-08-26,Overcast,84.347595
304,0.0,17,2015-08-26,Overcast,80.7476
305,0.0,18,2015-08-26,Partly cloudy,77.3276
306,0.0,19,2015-08-26,Partly cloudy,74.4476
307,0.0,20,2015-08-26,Mainly clear,70.9376
308,0.0,21,2015-08-26,Clear sky,68.2376
309,0.0,22,2015-08-26,Clear sky,66.4376
310,0.0,23,2015-08-26,Clear sky,65.1776
311,0.0,0,2015-08-27,Clear sky,65.7176
312,0.0,1,2015-08-27,Clear sky,64.8176
313,0.0,2,2015-08-27,Clear sky,63.737602
314,0.0,3,2015-08-27,Mainly clear,62.6576
315,0.0,4,2015-08-27,Partly cloudy,61.667595
316,0.0,5,2015-08-27,Overcast,60.947598
317,0.0,6,2015-08-27,Partly cloudy,60.4076
318,0.0,7,2015-08-27,Clear sky,60.0476
319,0.0,8,2015-08-27,Clear sky,63.6476
320,0.0,9,2015-08-27,Clear sky,69.1376
321,0.0,10,2015-08-27,Clear sky,74.7176
322,0.0,11,2015-08-27,Clear sky,80.1176
323,0.0,12,2015-08-27,Clear sky,83.8976
324,0.0,13,2015-08-27,Clear sky,87.8576
325,0.0,14,2015-08-27,Clear sky,90.01759
326,0.0,15,2015-08-27,Clear sky,90.2876
327,0.0,16,2015-08-27,Mainly clear,88.667595
328,0.0,17,2015-08-27,Mainly clear,86.0576
329,0.0,18,2015-08-27,Mainly clear,83.3576
330,0.0,19,2015-08-27,Partly cloudy,80.3876
331,0.0,20,2015-08-27,Mainly clear,77.1476
332,0.0,21,2015-08-27,Mainly clear,75.167595
333,0.0,22,2015-08-27,Clear sky,73.5476
334,0.0,23,2015-08-27,Clear sky,71.6576
335,0.0,0,2015-08-28,Partly cloudy,71.1176
336,0.0,1,2015-08-28,Mainly clear,69.5876
337,0.0,2,2015-08-28,Mainly clear,67.8776
338,0.0,3,2015-08-28,Partly cloudy,66.2576
339,0.0,4,2015-08-28,Overcast,64.9976
340,0.0,5,2015-08-28,Partly cloudy,64.0076
341,0.0,6,2015-08-28,Overcast,63.197598
342,0.0,7,2015-08-28,Overcast,63.017597
343,0.0,8,2015-08-28,Overcast,65.7176
344,0.0,9,2015-08-28,Overcast,69.4976
345,0.0,10,2015-08-28,Overcast,75.2576
346,0.0,11,2015-08-28,Overcast,81.1976
347,0.0,12,2015-08-28,Overcast,84.347595
348,0.0,13,2015-08-28,Overcast,87.5876
349,0.0,14,2015-08-28,Overcast,88.5776
350,0.0,15,2015-08-28,Overcast,89.0276
351,0.0,16,2015-08-28,Partly cloudy,88.0376
352,0.0,17,2015-08-28,Partly cloudy,86.0576
353,0.0,18,2015-08-28,Partly cloudy,83.1776
354,0.0,19,2015-08-28,Overcast,78.4976
355,0.0,20,2015-08-28,Partly cloudy,73.3676
356,0.0,21,2015-08-28,Partly cloudy,68.957596
357,0.0,22,2015-08-28,Overcast,65.6276
358,0.0,23,2015-08-28,Overcast,64.2776
359,0.0,0,2015-08-29,Overcast,64.9976
360,0.0,1,2015-08-29,Overcast,64.7276
361,0.0,2,2015-08-29,Overcast,64.6376
362,0.0,3,2015-08-29,Overcast,64.9976
363,0.0,4,2015-08-29,Overcast,65.4476
364,0.0,5,2015-08-29,Overcast,65.8076
365,0.0,6,2015-08-29,Overcast,66.167595
366,0.0,7,2015-08-29,Overcast,66.6176
367,0.0,8,2015-08-29,Overcast,67.1576
368,0.0,9,2015-08-29,Overcast,68.1476
369,0.0,10,2015-08-29,Overcast,70.2176
370,0.0,11,2015-08-29,Overcast,72.917595
371,0.0,12,2015-08-29,Overcast,71.2976
372,0.0,13,2015-08-29,Overcast,72.1976
373,0.0,14,2015-08-29,Overcast,73.3676
374,0.0,15,2015-08-29,Overcast,74.9876
375,0.0,16,2015-08-29,Partly cloudy,75.707596
376,0.0,17,2015-08-29,Clear sky,74.9876
377,0.0,18,2015-08-29,Clear sky,72.917595
378,0.0,19,2015-08-29,Clear sky,69.9476
379,0.0,20,2015-08-29,Clear sky,66.9776
380,0.0,21,2015-08-29,Clear sky,65.1776
381,0.0,22,2015-08-29,Clear sky,63.917595
382,0.0,23,2015-08-29,Clear sky,62.8376
383,0.0,0,2015-08-30,Clear sky,62.747597
384,0.0,1,2015-08-30,Mainly clear,62.0276
385,0.0,2,2015-08-30,Overcast,61.5776
386,0.0,3,2015-08-30,Overcast,61.667595
387,0.0,4,2015-08-30,Overcast,61.7576
388,0.0,5,2015-08-30,Overcast,61.5776
389,0.0,6,2015-08-30,Partly cloudy,61.217598
390,0.0,7,2015-08-30,Partly cloudy,61.217598
391,0.0,8,2015-08-30,Partly cloudy,62.2976
392,0.0,9,2015-08-30,Clear sky,64.5476
393,0.0,10,2015-08-30,Clear sky,68.0576
394,0.0,11,2015-08-30,Clear sky,71.9276
395,0.0,12,2015-08-30,Clear sky,75.2576
396,0.0,13,2015-08-30,Clear sky,77.6876
397,0.0,14,2015-08-30,Clear sky,79.3076
398,0.0,15,2015-08-30,Mainly clear,79.847595
399,0.0,16,2015-08-30,Clear sky,79.0376
400,0.0,17,2015-08-30,Clear sky,77.597595
401,0.0,18,2015-08-30,Clear sky,74.8976
402,0.0,19,2015-08-30,Clear sky,71.8376
403,0.0,20,2015-08-30,Clear sky,69.0476
404,0.0,21,2015-08-30,Clear sky,67.4276
405,0.0,22,2015-08-30,Clear sky,66.167595
406,0.0,23,2015-08-30,Partly cloudy,64.7276
407,0.0,0,2015-08-31,Mainly clear,64.8176
408,0.0,1,2015-08-31,Clear sky,63.8276
409,0.0,2,2015-08-31,Clear sky,62.6576
410,0.0,3,2015-08-31,Clear sky,61.9376
411,0.0,4,2015-08-31,Clear sky,61.217598
412,0.0,5,2015-08-31,Mainly clear,60.6776
413,0.0,6,2015-08-31,Mainly clear,60.0476
414,0.0,7,2015-08-31,Partly cloudy,59.5976
415,0.0,8,2015-08-31,Overcast,61.487602
416,0.0,9,2015-08-31,Partly cloudy,64.6376
417,0.0,10,2015-08-31,Clear sky,68.5076
418,0.0,11,2015-08-31,Clear sky,72.5576
419,0.0,12,2015-08-31,Clear sky,77.5076
420,0.0,13,2015-08-31,Clear sky,81.01759
421,0.0,14,2015-08-31,Clear sky,82.9976
422,0.0,15,2015-08-31,Clear sky,83.3576
423,0.0,16,2015-08-31,Clear sky,82.2776
424,0.0,17,2015-08-31,Clear sky,80.2976
425,0.0,18,2015-08-31,Clear sky,78.1376
426,0.0,19,2015-08-31,Clear sky,75.167595
427,0.0,20,2015-08-31,Clear sky,71.6576
428,0.0,21,2015-08-31,Clear sky,68.957596
429,0.0,22,2015-08-31,Clear sky,66.7976
430,0.0,23,2015-08-31,Clear sky,64.9976
431,0.0,0,2015-09-01,Clear sky,62.8376
432,0.0,1,2015-09-01,Mainly clear,62.0276
433,0.0,2,2015-09-01,Mainly clear,61.3076
434,0.0,3,2015-09-01,Partly cloudy,60.497597
435,0.0,4,2015-09-01,Partly cloudy,60.1376
436,0.0,5,2015-09-01,Partly cloudy,60.0476
437,0.0,6,2015-09-01,Partly cloudy,59.507603
438,0.0,7,2015-09-01,Partly cloudy,59.4176
439,0.0,8,2015-09-01,Partly cloudy,61.1276
440,0.0,9,2015-09-01,Mainly clear,63.467598
441,0.0,10,2015-09-01,Clear sky,66.5276
442,0.0,11,2015-09-01,Clear sky,69.9476
443,0.0,12,2015-09-01,Clear sky,74.9876
444,0.0,13,2015-09-01,Clear sky,77.597595
445,0.0,14,2015-09-01,Clear sky,79.2176
446,0.0,15,2015-09-01,Clear sky,79.847595
447,0.0,16,2015-09-01,Clear sky,78.8576
448,0.0,17,2015-09-01,Mainly clear,77.1476
449,0.0,18,2015-09-01,Clear sky,74.6276
450,0.0,19,2015-09-01,Clear sky,71.1176
451,0.0,20,2015-09-01,Clear sky,67.51759
452,0.0,21,2015-09-01,Clear sky,65.26759
453,0.0,22,2015-09-01,Mainly clear,63.737602
454,0.0,23,2015-09-01,Mainly clear,62.567596
455,0.0,0,2015-09-02,Mainly clear,61.667595
456,0.0,1,2015-09-02,Partly cloudy,61.0376
457,0.0,2,2015-09-02,Overcast,60.5876
458,0.0,3,2015-09-02,Partly cloudy,60.3176
459,0.0,4,2015-09-02,Mainly clear,59.6876
460,0.0,5,2015-09-02,Mainly clear,59.3276
461,0.0,6,2015-09-02,Mainly clear,59.057602
462,0.0,7,2015-09-02,Mainly clear,59.057602
463,0.0,8,2015-09-02,Mainly clear,60.2276
464,0.0,9,2015-09-02,Mainly clear,62.2976
465,0.0,10,2015-09-02,Clear sky,65.8976
466,0.0,11,2015-09-02,Clear sky,69.0476
467,0.0,12,2015-09-02,Clear sky,71.4776
468,0.0,13,2015-09-02,Clear sky,73.097595
469,0.0,14,2015-09-02,Clear sky,74.1776
470,0.0,15,2015-09-02,Mainly clear,74.4476
471,0.0,16,2015-09-02,Mainly clear,73.3676
472,0.0,17,2015-09-02,Mainly clear,72.1976
473,0.0,18,2015-09-02,Clear sky,70.3976
474,0.0,19,2015-09-02,Clear sky,67.6976
475,0.0,20,2015-09-02,Clear sky,64.8176
476,0.0,21,2015-09-02,Mainly clear,63.107597
477,0.0,22,2015-09-02,Clear sky,62.2076
478,0.0,23,2015-09-02,Clear sky,61.3976
479,0.0,0,2015-09-03,Clear sky,62.567596
480,0.0,1,2015-09-03,Clear sky,62.0276
481,0.0,2,2015-09-03,Clear sky,61.1276
482,0.0,3,2015-09-03,Clear sky,60.2276
483,0.0,4,2015-09-03,Clear sky,59.3276
484,0.0,5,2015-09-03,Clear sky,58.5176
485,0.0,6,2015-09-03,Clear sky,57.8876
486,0.0,7,2015-09-03,Clear sky,57.4376
487,0.0,8,2015-09-03,Clear sky,59.3276
488,0.0,9,2015-09-03,Clear sky,62.117596
489,0.0,10,2015-09-03,Clear sky,65.26759
490,0.0,11,2015-09-03,Clear sky,68.5076
491,0.0,12,2015-09-03,Clear sky,70.5776
492,0.0,13,2015-09-03,Clear sky,72.1076
493,0.0,14,2015-09-03,Clear sky,73.0076
494,0.0,15,2015-09-03,Clear sky,73.1876
495,0.0,16,2015-09-03,Clear sky,72.8276
496,0.0,17,2015-09-03,Clear sky,72.01759
497,0.0,18,2015-09-03,Clear sky,70.7576
498,0.0,19,2015-09-03,Clear sky,68.417595
499,0.0,20,2015-09-03,Clear sky,65.4476
500,0.0,21,2015-09-03,Mainly clear,63.6476
501,0.0,22,2015-09-03,Clear sky,62.0276
502,0.0,23,2015-09-03,Clear sky,60.7676
503,0.0,0,2015-09-04,Clear sky,59.5976
504,0.0,1,2015-09-04,Clear sky,58.8776
505,0.0,2,2015-09-04,Clear sky,58.0676
506,0.0,3,2015-09-04,Mainly clear,57.4376
507,0.0,4,2015-09-04,Mainly clear,56.7176
508,0.0,5,2015-09-04,Partly cloudy,55.7276
509,0.0,6,2015-09-04,Partly cloudy,55.4576
510,0.0,7,2015-09-04,Mainly clear,55.0976
511,0.0,8,2015-09-04,Mainly clear,57.167603
512,0.0,9,2015-09-04,Mainly clear,60.2276
513,0.0,10,2015-09-04,Clear sky,64.097595
514,0.0,11,2015-09-04,Clear sky,68.417595
515,0.0,12,2015-09-04,Clear sky,70.9376
516,0.0,13,2015-09-04,Clear sky,73.3676
517,0.0,14,2015-09-04,Clear sky,74.9876
518,0.0,15,2015-09-04,Clear sky,75.6176
519,0.0,16,2015-09-04,Clear sky,75.347595
520,0.0,17,2015-09-04,Clear sky,74.1776
521,0.0,18,2015-09-04,Mainly clear,71.7476
522,0.0,19,2015-09-04,Overcast,68.5076
523,0.0,20,2015-09-04,Overcast,65.26759
524,0.0,21,2015-09-04,Clear sky,63.107597
525,0.0,22,2015-09-04,Clear sky,61.3076
526,0.0,23,2015-09-04,Clear sky,59.8676
527,0.0,0,2015-09-05,Clear sky,58.967598
528,0.0,1,2015-09-05,Clear sky,57.9776
529,0.0,2,2015-09-05,Mainly clear,56.7176
530,0.0,3,2015-09-05,Mainly clear,55.7276
531,0.0,4,2015-09-05,Mainly clear,54.917603
532,0.0,5,2015-09-05,Clear sky,54.0176
